task_id	sid	snap	run_label	mode	alpha	ray_id	spectrum_file	output_file
2364	143886	99	L4Rvir	flip	203	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha203_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha203/L4Rvir_sid143886_J122138+043026_flip_alpha203_spectrum_fits.csv
2365	143886	99	L4Rvir	flip	204	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha204_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha204/L4Rvir_sid143886_J122138+043026_flip_alpha204_spectrum_fits.csv
2366	143886	99	L4Rvir	flip	205	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha205_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha205/L4Rvir_sid143886_J122138+043026_flip_alpha205_spectrum_fits.csv
2367	143886	99	L4Rvir	flip	206	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha206_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha206/L4Rvir_sid143886_J122138+043026_flip_alpha206_spectrum_fits.csv
2368	143886	99	L4Rvir	flip	207	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha207_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha207/L4Rvir_sid143886_J122138+043026_flip_alpha207_spectrum_fits.csv
2369	143886	99	L4Rvir	flip	208	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha208_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha208/L4Rvir_sid143886_J122138+043026_flip_alpha208_spectrum_fits.csv
2370	143886	99	L4Rvir	flip	209	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha209_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha209/L4Rvir_sid143886_J122138+043026_flip_alpha209_spectrum_fits.csv
2371	143886	99	L4Rvir	flip	210	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha210_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha210/L4Rvir_sid143886_J122138+043026_flip_alpha210_spectrum_fits.csv
2372	143886	99	L4Rvir	flip	211	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha211_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha211/L4Rvir_sid143886_J122138+043026_flip_alpha211_spectrum_fits.csv
2373	143886	99	L4Rvir	flip	212	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha212_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha212/L4Rvir_sid143886_J122138+043026_flip_alpha212_spectrum_fits.csv
2374	143886	99	L4Rvir	flip	213	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha213_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha213/L4Rvir_sid143886_J122138+043026_flip_alpha213_spectrum_fits.csv
2375	143886	99	L4Rvir	flip	214	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha214_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha214/L4Rvir_sid143886_J122138+043026_flip_alpha214_spectrum_fits.csv
2376	143886	99	L4Rvir	flip	215	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha215_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha215/L4Rvir_sid143886_J122138+043026_flip_alpha215_spectrum_fits.csv
2377	143886	99	L4Rvir	flip	216	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha216_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha216/L4Rvir_sid143886_J122138+043026_flip_alpha216_spectrum_fits.csv
2378	143886	99	L4Rvir	flip	217	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha217_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha217/L4Rvir_sid143886_J122138+043026_flip_alpha217_spectrum_fits.csv
2379	143886	99	L4Rvir	flip	218	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha218_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha218/L4Rvir_sid143886_J122138+043026_flip_alpha218_spectrum_fits.csv
2380	143886	99	L4Rvir	flip	219	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha219_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha219/L4Rvir_sid143886_J122138+043026_flip_alpha219_spectrum_fits.csv
2381	143886	99	L4Rvir	flip	220	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha220_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha220/L4Rvir_sid143886_J122138+043026_flip_alpha220_spectrum_fits.csv
2382	143886	99	L4Rvir	flip	221	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha221_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha221/L4Rvir_sid143886_J122138+043026_flip_alpha221_spectrum_fits.csv
2383	143886	99	L4Rvir	flip	222	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha222_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha222/L4Rvir_sid143886_J122138+043026_flip_alpha222_spectrum_fits.csv
2384	143886	99	L4Rvir	flip	223	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha223_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha223/L4Rvir_sid143886_J122138+043026_flip_alpha223_spectrum_fits.csv
2385	143886	99	L4Rvir	flip	224	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha224_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha224/L4Rvir_sid143886_J122138+043026_flip_alpha224_spectrum_fits.csv
2386	143886	99	L4Rvir	flip	225	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha225_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha225/L4Rvir_sid143886_J122138+043026_flip_alpha225_spectrum_fits.csv
2387	143886	99	L4Rvir	flip	226	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha226_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha226/L4Rvir_sid143886_J122138+043026_flip_alpha226_spectrum_fits.csv
2388	143886	99	L4Rvir	flip	227	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha227_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha227/L4Rvir_sid143886_J122138+043026_flip_alpha227_spectrum_fits.csv
2389	143886	99	L4Rvir	flip	228	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha228_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha228/L4Rvir_sid143886_J122138+043026_flip_alpha228_spectrum_fits.csv
2390	143886	99	L4Rvir	flip	229	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha229_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha229/L4Rvir_sid143886_J122138+043026_flip_alpha229_spectrum_fits.csv
2391	143886	99	L4Rvir	flip	230	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha230_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha230/L4Rvir_sid143886_J122138+043026_flip_alpha230_spectrum_fits.csv
2392	143886	99	L4Rvir	flip	231	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha231_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha231/L4Rvir_sid143886_J122138+043026_flip_alpha231_spectrum_fits.csv
2393	143886	99	L4Rvir	flip	232	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha232_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha232/L4Rvir_sid143886_J122138+043026_flip_alpha232_spectrum_fits.csv
2394	143886	99	L4Rvir	flip	233	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha233_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha233/L4Rvir_sid143886_J122138+043026_flip_alpha233_spectrum_fits.csv
2395	143886	99	L4Rvir	flip	234	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha234_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha234/L4Rvir_sid143886_J122138+043026_flip_alpha234_spectrum_fits.csv
2396	143886	99	L4Rvir	flip	235	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha235_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha235/L4Rvir_sid143886_J122138+043026_flip_alpha235_spectrum_fits.csv
2397	143886	99	L4Rvir	flip	236	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha236_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha236/L4Rvir_sid143886_J122138+043026_flip_alpha236_spectrum_fits.csv
2398	143886	99	L4Rvir	flip	237	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha237_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha237/L4Rvir_sid143886_J122138+043026_flip_alpha237_spectrum_fits.csv
2399	143886	99	L4Rvir	flip	238	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha238_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha238/L4Rvir_sid143886_J122138+043026_flip_alpha238_spectrum_fits.csv
2400	143886	99	L4Rvir	flip	239	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha239_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha239/L4Rvir_sid143886_J122138+043026_flip_alpha239_spectrum_fits.csv
2401	143886	99	L4Rvir	flip	240	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha240_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha240/L4Rvir_sid143886_J122138+043026_flip_alpha240_spectrum_fits.csv
2402	143886	99	L4Rvir	flip	241	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha241_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha241/L4Rvir_sid143886_J122138+043026_flip_alpha241_spectrum_fits.csv
2403	143886	99	L4Rvir	flip	242	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha242_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha242/L4Rvir_sid143886_J122138+043026_flip_alpha242_spectrum_fits.csv
2404	143886	99	L4Rvir	flip	243	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha243_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha243/L4Rvir_sid143886_J122138+043026_flip_alpha243_spectrum_fits.csv
2405	143886	99	L4Rvir	flip	244	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha244_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha244/L4Rvir_sid143886_J122138+043026_flip_alpha244_spectrum_fits.csv
2406	143886	99	L4Rvir	flip	245	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha245_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha245/L4Rvir_sid143886_J122138+043026_flip_alpha245_spectrum_fits.csv
2407	143886	99	L4Rvir	flip	246	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha246_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha246/L4Rvir_sid143886_J122138+043026_flip_alpha246_spectrum_fits.csv
2408	143886	99	L4Rvir	flip	247	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha247_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha247/L4Rvir_sid143886_J122138+043026_flip_alpha247_spectrum_fits.csv
2409	143886	99	L4Rvir	flip	248	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha248_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha248/L4Rvir_sid143886_J122138+043026_flip_alpha248_spectrum_fits.csv
2410	143886	99	L4Rvir	flip	249	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha249_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha249/L4Rvir_sid143886_J122138+043026_flip_alpha249_spectrum_fits.csv
2411	143886	99	L4Rvir	flip	250	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha250_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha250/L4Rvir_sid143886_J122138+043026_flip_alpha250_spectrum_fits.csv
2412	143886	99	L4Rvir	flip	251	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha251_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha251/L4Rvir_sid143886_J122138+043026_flip_alpha251_spectrum_fits.csv
2413	143886	99	L4Rvir	flip	252	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha252_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha252/L4Rvir_sid143886_J122138+043026_flip_alpha252_spectrum_fits.csv
2414	143886	99	L4Rvir	flip	253	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha253_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha253/L4Rvir_sid143886_J122138+043026_flip_alpha253_spectrum_fits.csv
2415	143886	99	L4Rvir	flip	254	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha254_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha254/L4Rvir_sid143886_J122138+043026_flip_alpha254_spectrum_fits.csv
2416	143886	99	L4Rvir	flip	255	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha255_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha255/L4Rvir_sid143886_J122138+043026_flip_alpha255_spectrum_fits.csv
2417	143886	99	L4Rvir	flip	256	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha256_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha256/L4Rvir_sid143886_J122138+043026_flip_alpha256_spectrum_fits.csv
2418	143886	99	L4Rvir	flip	257	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha257_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha257/L4Rvir_sid143886_J122138+043026_flip_alpha257_spectrum_fits.csv
2419	143886	99	L4Rvir	flip	258	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha258_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha258/L4Rvir_sid143886_J122138+043026_flip_alpha258_spectrum_fits.csv
2420	143886	99	L4Rvir	flip	259	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha259_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha259/L4Rvir_sid143886_J122138+043026_flip_alpha259_spectrum_fits.csv
2421	143886	99	L4Rvir	flip	260	J122138+043026	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/spectra_h5/L4Rvir_sid143886_J122138+043026_flip_alpha260_spectrum.h5	/scratch/tsingh65/m61-tng/outputs/sid143886/rays_and_spectra_sid143886_snap99_L4Rvir/fitted_spectra_snr10_bin3/per_spectrum/flip/alpha260/L4Rvir_sid143886_J122138+043026_flip_alpha260_spectrum_fits.csv
